Change Order | 89480 | - | RT-50003308 | IT-50017116 | Approve | doug.hewitt | Accept - Change Owner
Change Order | 89747 | - | RT-40008034 | IT-40039783 | Approve | jennifer.seagraves | Implement - Graphics
Change Order | 89747 | - | RT-40008034 | IT-40039774 | Approve | jennifer.seagraves | Accept - Buyer
Change Order | 89747 | - | RT-40008034 | IT-40039776 | Approve | jennifer.seagraves | Implement - Project Manager
Change Order | 89747 | - | RT-40008034 | IT-40039775 | Approve | jennifer.seagraves | Implement - Buyer
Change Order | 89747 | - | RT-40008034 | IT-40039777 |  | jennifer.seagraves | Implement - Configuration Manager
Change Order | 89747 | - | RT-40008034 | IT-40039778 | Approve | jennifer.seagraves | Accept - Change Owner
Change Order | 89747 | - | RT-40008034 | IT-40039779 | Approve | jennifer.seagraves | Accept - Buyer
Change Order | 89747 | - | RT-40008033 | IT-40039769 | Approve | jennifer.seagraves | Approved - Graphics
Change Order | 89747 | - | RT-40008033 | IT-40039771 | Approve | jennifer.seagraves | Approved - SQE
Change Order | 89747 | - | RT-40008033 | IT-40039770 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 89747 | - | RT-40008033 | IT-40039772 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 89747 | - | RT-40008033 | IT-40039773 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 90795 | - | RT-60002670 | IT-60013952 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 90795 | - | RT-60002670 | IT-60013953 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 90795 | - | RT-60002670 | IT-60013954 | Approve | jennifer.seagraves | Approved - Training
Change Order | 90795 | - | RT-60002670 | IT-60013955 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 90795 | - | RT-60002671 | IT-60013957 | Approve | jennifer.seagraves | Accept - Software Test Engineer / Change Owner
Change Order | 90795 | - | RT-60002671 | IT-60013956 | Approve | jennifer.seagraves | Accept - EM Supervisor
Change Order | 90795 | - | RT-60002671 | IT-60013958 | Approve | jennifer.seagraves | Accept - TLC System Administrator
Change Order | 90795 | - | RT-60002671 | IT-60013961 |  | jennifer.seagraves | Implement - Change Owner
Change Order | 90795 | - | RT-60002671 | IT-60013959 | Approve | jennifer.seagraves | Accept - Planned
Change Order | 90795 | - | RT-60002671 | IT-60013960 | Approve | jennifer.seagraves | Implement - SME
Change Order | 90795 | - | RT-60002671 | IT-60013962 |  | jennifer.seagraves | Implement - Configuration Manager
Change Order | 90794 | - | RT-60002668 | IT-60013928 | Approve | jessica.smotherman | Accept - Planned
Change Order | 90794 | - | RT-60002668 | IT-60013929 | Approve | jessica.smotherman | Accept - Change Owner
Change Order | 90794 | - | RT-60002668 | IT-60013932 | Approve | jessica.smotherman | Accept - Machining Planner
Change Order | 90794 | - | RT-60002668 | IT-60013931 | Approve | jessica.smotherman | Accept - Supervisor, Quality Assurance
Change Order | 90794 | - | RT-60002668 | IT-60013930 |  | jessica.smotherman | Accept - Buyer
Change Order | 90794 | - | RT-60002668 | IT-60013933 |  | jessica.smotherman | Accept - Buyer
Change Order | 90794 | - | RT-60002667 | IT-60013925 | Approve | jessica.smotherman | Approved - Regulatory
Change Order | 90794 | - | RT-60002667 | IT-60013927 | Approve | jessica.smotherman | Approved - SQE
Change Order | 90794 | - | RT-60002667 | IT-60013924 | Approve | jessica.smotherman | Approved - Originator
Change Order | 90794 | - | RT-60002667 | IT-60013926 | Approve | jessica.smotherman | Approved - Configuration Manager
Change Order | 89907 | - | RT-50003598 | IT-50018638 | Approve | janie.eskuri | Accept - Buyer
Change Order | 89907 | - | RT-50003598 | IT-50018639 |  | janie.eskuri | Accept - Buyer
Change Order | 89907 | - | RT-50003598 | IT-50018640 |  | janie.eskuri | Accept - Change Owner
Change Order | 89907 | - | RT-50003597 | IT-50018637 | Approve | janie.eskuri | Approved - Originator
Change Order | 89907 | - | RT-50003597 | IT-50018635 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 89907 | - | RT-50003597 | IT-50018636 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 89907 | - | RT-50003597 | IT-50018634 | Approve | janie.eskuri | Approved - Supplier Quality Engineering
Change Order | 89575 | - | RT-50004307 | IT-50022511 | Approve | janie.eskuri | Accept - Change Owner
Change Order | 89575 | - | RT-50004307 | IT-50022510 | Approve | janie.eskuri | Accept - Buyer
Change Order | 89575 | - | RT-50004307 | IT-50022509 |  | janie.eskuri | Accept - SQE
Change Order | 89575 | - | RT-50004306 | IT-50022503 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 89575 | - | RT-50004306 | IT-50022505 | Approve | janie.eskuri | Approved - Technical Content Drawing Approver
Change Order | 89575 | - | RT-50004306 | IT-50022508 | Approve | janie.eskuri | Approved - Originator
Change Order | 89575 | - | RT-50004306 | IT-50022506 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 89575 | - | RT-50004306 | IT-50022507 | Approve | janie.eskuri | Approved - ECAD Reviewer / Post Market Engineering
Change Order | 89575 | - | RT-50004306 | IT-50022504 | Approve | janie.eskuri | Approved - SQE
Change Order | 91022 | - | RT-60002745 | IT-60014322 | Approve | robert.kumpula | Approved - Originator / Technical Content Drawing Approver
Change Order | 91022 | - | RT-60002745 | IT-60014323 | Approve | robert.kumpula | Approved - Regulatory
Change Order | 91022 | - | RT-60002745 | IT-60014324 | Approve | robert.kumpula | Approved - CAD
Change Order | 91022 | - | RT-60002745 | IT-60014325 | Approve | robert.kumpula | Approved - SQE
Change Order | 91022 | - | RT-60002745 | IT-60014326 | Approve | robert.kumpula | Approved - Configuration Mgr
Change Order | 91022 | - | RT-60002746 | IT-60014329 |  | robert.kumpula | Accept - Buyer
Change Order | 91022 | - | RT-60002746 | IT-60014328 | Approve | robert.kumpula | Accept - Change Owner
Change Order | 91022 | - | RT-60002746 | IT-60014327 |  | robert.kumpula | Accept - SQE
Change Order | 90632 | - | RT-60004076 | IT-60021537 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 90632 | - | RT-60004076 | IT-60021536 | Approve | janie.eskuri | Approved - Graphics
Change Order | 90632 | - | RT-60004076 | IT-60021538 | Approve | janie.eskuri | Approved - Originator
Change Order | 90632 | - | RT-60004076 | IT-60021539 | Approve | janie.eskuri | Approved - SQE
Change Order | 90632 | - | RT-60004076 | IT-60021540 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 90632 | - | RT-60004077 | IT-60021541 |  | janie.eskuri | Accept - Change Owner
Change Order | 90632 | - | RT-60004077 | IT-60021542 |  | janie.eskuri | Accept - Buyer
Change Order | 90632 | - | RT-60004077 | IT-60021543 | Approve | janie.eskuri | Accept - Planner
Change Order | 89502 | - | RT-50007193 | IT-50037285 | Approve | kevin.bemis | Approved - Graphics
Change Order | 89502 | - | RT-50007193 | IT-50037286 | Approve | kevin.bemis | Approved - Originator
Change Order | 89502 | - | RT-50007193 | IT-50037287 | Approve | kevin.bemis | Approved - Configuration Mgr
Change Order | 89502 | - | RT-50007194 | IT-50037295 |  | kevin.bemis | Implement - Implementer
Change Order | 89502 | - | RT-50007194 | IT-50037296 | Approve | kevin.bemis | Implement - Planner
Change Order | 89502 | - | RT-50007194 | IT-50037289 | Approve | kevin.bemis | Accept - Finance
Change Order | 89502 | - | RT-50007194 | IT-50037288 | Approve | kevin.bemis | Accept - Buyer
Change Order | 89502 | - | RT-50007194 | IT-50037293 | Approve | kevin.bemis | Implement - Buyer
Change Order | 89502 | - | RT-50007194 | IT-50037291 | Approve | kevin.bemis | Accept - Planner
Change Order | 89502 | - | RT-50007194 | IT-50037294 | Approve | kevin.bemis | Implement - Finance
Change Order | 89502 | - | RT-50007194 | IT-50037292 |  | kevin.bemis | Implement - Graphics
Change Order | 89502 | - | RT-50007194 | IT-50037290 | Approve | kevin.bemis | Accept - Accepter
Change Order | 91176 | - | RT-60005763 | IT-60031149 |  | alycia.mullins | Implement - Change Owner
Change Order | 91176 | - | RT-60005763 | IT-60031150 | Approve | alycia.mullins | Accept - Planned
Change Order | 91176 | - | RT-60005763 | IT-60031148 | Approve | alycia.mullins | Accept - TLC Admin.
Change Order | 91176 | - | RT-60005763 | IT-60031151 | Approve | alycia.mullins | Accept - Change Owner
Change Order | 91176 | - | RT-60005763 | IT-60031154 | Approve | alycia.mullins | Implement - SME
Change Order | 91176 | - | RT-60005763 | IT-60031156 | Approve | alycia.mullins | Implement - SME
Change Order | 91176 | - | RT-60005763 | IT-60031152 | Approve | alycia.mullins | Accept - Supervisor
Change Order | 91176 | - | RT-60005763 | IT-60031155 | Approve | alycia.mullins | Implement - SME
Change Order | 91176 | - | RT-60005763 | IT-60031153 |  | alycia.mullins | Implement - Configuration Manager
Change Order | 91176 | - | RT-60005763 | IT-60031157 |  | alycia.mullins | Implement - SME
Change Order | 91176 | - | RT-60005762 | IT-60031146 | Approve | alycia.mullins | Approved - Originator
Change Order | 91176 | - | RT-60005762 | IT-60031147 | Approve | alycia.mullins | Approved - Regulatory
Change Order | 91176 | - | RT-60005762 | IT-60031145 | Approve | alycia.mullins | Approved - Configuration Manager
Change Order | 91176 | - | RT-60005762 | IT-60031144 | Approve | alycia.mullins | Approved - Training
Change Order | 91689 | - | RT-20011971 | IT-20056170 | Approve | bhavika.matthis | Accept - Change Owner
Change Order | 91689 | - | RT-20011971 | IT-20056172 |  | bhavika.matthis | Implement - Change Owner
Change Order | 91689 | - | RT-20011971 | IT-20056171 |  | bhavika.matthis | Implement - Configuration Mgr
Change Order | 91689 | - | RT-20011971 | IT-20056173 |  | bhavika.matthis | Implement - SME
Change Order | 91689 | - | RT-20011970 | IT-20056169 | Approve | bhavika.matthis | Approved - Originator
Change Order | 91689 | - | RT-20011970 | IT-20056167 | Approve | bhavika.matthis | Approved - Configuration Mgr
Change Order | 91689 | - | RT-20011970 | IT-20056168 | Approve | bhavika.matthis | Approved - Regulatory
Change Order | 91193 | - | RT-60003983 | IT-60020980 | Approve | william.broman | Approved - CAD Checker
Change Order | 91193 | - | RT-60003983 | IT-60020981 | Approve | william.broman | Approved - Originator
Change Order | 91193 | - | RT-60003983 | IT-60020979 | Approve | william.broman | Approved - Configuration Manager
Change Order | 91193 | - | RT-60003984 | IT-60020984 | Approve | william.broman | Accept - Accepter
Change Order | 91193 | - | RT-60003984 | IT-60020983 |  | william.broman | Accept - Materials Management
Change Order | 91193 | - | RT-60003984 | IT-60020982 |  | william.broman | Accept - Supplier Quality Engineering
Change Order | 91231 | - | RT-60004316 | IT-60022795 | Approve | alycia.mullins | Approved - Configuration Mgr
Change Order | 91231 | - | RT-60004316 | IT-60022794 | Approve | alycia.mullins | Approved - SQE
Change Order | 91231 | - | RT-60004316 | IT-60022797 | Approve | alycia.mullins | Approved - Originator
Change Order | 91231 | - | RT-60004316 | IT-60022796 | Approve | alycia.mullins | Approved - Regulatory
Change Order | 91231 | - | RT-60004317 | IT-60022800 |  | alycia.mullins | Accept - Change Owner
Change Order | 91231 | - | RT-60004317 | IT-60022798 | Approve | alycia.mullins | Accept - SQE
Change Order | 91231 | - | RT-60004317 | IT-60022799 | Approve | alycia.mullins | Accept - Buyer
Change Order | 90980 | - | RT-60005648 | IT-60030392 |  | jennifer.butler | Implement - Configuration Mgr
Change Order | 90980 | - | RT-60005648 | IT-60030393 |  | jennifer.butler | Implement - Change Owner
Change Order | 90980 | - | RT-60005648 | IT-60030391 | Approve | jennifer.butler | Accept - Change Owner
Change Order | 90980 | - | RT-60005648 | IT-60030395 | Approve | jennifer.butler | Implement - SME
Change Order | 90980 | - | RT-60005648 | IT-60030394 |  | jennifer.butler | Implement - SQE
Change Order | 90980 | - | RT-60005648 | IT-60030396 | Approve | jennifer.butler | Implement - SME
Change Order | 90980 | - | RT-60005647 | IT-60030389 | Approve | jennifer.butler | Approved - Originator
Change Order | 90980 | - | RT-60005647 | IT-60030387 | Approve | jennifer.butler | Approved - Configuration Mgr
Change Order | 90980 | - | RT-60005647 | IT-60030390 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 90980 | - | RT-60005647 | IT-60030388 | Approve | jennifer.butler | Approved - SQE
Change Order | 91165 | - | RT-60004995 | IT-60026787 | Approve | kathir.soundararajan | Accept - Buyer
Change Order | 91165 | - | RT-60004995 | IT-60026789 | Approve | kathir.soundararajan | Accept - Supplier Quality Engineering (SQE)
Change Order | 91165 | - | RT-60004995 | IT-60026788 |  | kathir.soundararajan | Accept - Change owner
Change Order | 91165 | - | RT-60004995 | IT-60026786 | Approve | kathir.soundararajan | Accept - Buyer
Change Order | 91165 | - | RT-60004994 | IT-60026782 | Approve | kathir.soundararajan | Approved - Originator
Change Order | 91165 | - | RT-60004994 | IT-60026783 | Approve | kathir.soundararajan | Approved - Configuration Manager
Change Order | 91165 | - | RT-60004994 | IT-60026785 | Approve | kathir.soundararajan | Approved - Supplier Quality Engineering (SQE)
Change Order | 91165 | - | RT-60004994 | IT-60026784 | Approve | kathir.soundararajan | Approved - Regulatory
Change Order | 91178 | - | RT-60003927 | IT-60020704 | Approve | sandy.lahoud | Approved - Configuration Mgr
Change Order | 91178 | - | RT-60003927 | IT-60020705 | Approve | sandy.lahoud | Approved - Originator
Change Order | 91178 | - | RT-60003927 | IT-60020706 | Approve | sandy.lahoud | Approved - Graphics
Change Order | 91178 | - | RT-60003928 | IT-60020707 | Approve | sandy.lahoud | Accept - Accepter
Change Order | 91178 | - | RT-60003928 | IT-60020708 | Approve | sandy.lahoud | Accept - Materials Management
Change Order | 91178 | - | RT-60003928 | IT-60020709 |  | sandy.lahoud | Implement - Implementer
Change Order | 91003 | - | RT-60003447 | IT-60017993 | Approve | william.broman | Approved - Configuration Manager
Change Order | 91003 | - | RT-60003447 | IT-60017992 | Approve | william.broman | Approved - Originator/PTL
Change Order | 91003 | - | RT-60003448 | IT-60017995 |  | william.broman | Accept - Accepter/Materials Management
Change Order | 91003 | - | RT-60003448 | IT-60017996 |  | william.broman | Accept - Accepter/Supplier Quality Engineer
Change Order | 91003 | - | RT-60003448 | IT-60017994 | Approve | william.broman | Accept - Accepter/PTL
Change Order | 89588 | - | RT-60001012 | IT-60005285 | Approve | kevin.bemis | Approved - Configuration Mgr
Change Order | 89588 | - | RT-60001012 | IT-60005284 | Approve | kevin.bemis | Approved - Originator
Change Order | 89588 | - | RT-60001012 | IT-60005286 | Approve | kevin.bemis | Approved - Graphics
Change Order | 89588 | - | RT-60001013 | IT-60005287 |  | kevin.bemis | Accept - Buyer
Change Order | 89588 | - | RT-60001013 | IT-60005288 | Approve | kevin.bemis | Accept - Accepter
Change Order | 91508 | - | RT-60005581 | IT-60030022 |  | amy.brown | Accept - Buyer
Change Order | 91508 | - | RT-60005581 | IT-60030025 |  | amy.brown | Accept - Supplier Quality Engineering
Change Order | 91508 | - | RT-60005581 | IT-60030023 |  | amy.brown | Accept - Change Owner
Change Order | 91508 | - | RT-60005581 | IT-60030024 | Approve | amy.brown | Accept - Scrap Associate
Change Order | 91508 | - | RT-60005580 | IT-60030021 | Approve | amy.brown | Approved - Graphics
Change Order | 91508 | - | RT-60005580 | IT-60030017 | Approve | amy.brown | Approved - Originator
Change Order | 91508 | - | RT-60005580 | IT-60030018 | Approve | amy.brown | Approved - Regulatory
Change Order | 91508 | - | RT-60005580 | IT-60030020 | Approve | amy.brown | Approved - Supplier Quality Engineer
